Student,LPIPS,SSIM
109300219.jpg,0.36011698842048645,0.5661906678138164
112598006.jpg,0.46816039085388184,0.5496444483623452
109AB0032.jpg,0.506348192691803,0.5288083067656799
109590018.jpg,0.5485807657241821,0.5453555181159846
1092B0020.jpg,0.5518775582313538,0.5481585599048977
109590028.jpg,0.5734577775001526,0.5652012644972468
1082B0005.jpg,0.58543860912323,0.5704901058562245
